x_1,x_2,x_3,x_4,x_5,x_6,y
0.706779429212434,2.82899815978282,-3.89217926688769,-2.34376988311356,1.6822653051578,9.4667025136027,-108.451588090103
1.09833927592585,2.832085964688,-3.88446434267186,-2.34376298009987,-2.42374718266516,9.36636782589951,-135.042733406759
1.40122020266171,2.83946871996912,-3.87674941845602,-2.34374227105881,2.02718020183709,9.2669856547145,-101.680015319075
1.59105009464848,2.84549023264853,-3.86903449424019,-2.34370775599037,4.02322711442446,9.16854695743502,-86.391069500043
1.65255378760154,2.84070526872639,-3.86131957002436,-2.34365943489455,3.31875253240595,9.07104277729347,-91.161628702756
1.58078222421416,2.81195422978358,-3.85360464580852,-2.34359730777135,1.14396054786554,8.97446424255237,-107.865490387678
1.38151069314206,2.74267075957974,-3.84588972159269,-2.34352137462078,-1.25972103644563,8.87880256569709,-127.164698059771
1.07077410512833,2.61361829264646,-3.83817479737686,-2.34343163544283,-3.05681110512825,8.78404904263636,-143.770523301803
0.673576701504375,2.40428576238319,-3.83045987316103,-2.3433280902375,-3.86272060925685,8.69019505191023,-154.326123504368
0.22188002178479,2.09517098058775,-3.82274494894519,-2.3432107390048,-3.65183700610329,8.59723205390567,-158.396383791328
-0.247968966135515,1.67111590928668,-3.81503002472936,-2.34307958174472,-2.62991536213918,8.50515159007954,-157.743610412615
-0.698162620876491,1.12569979830354,-3.80731510051353,-2.34293461845726,-1.11537039570416,8.41394528218895,-154.373924680551
-1.09247491942304,0.466416071094634,-3.79960017629769,-2.34277584914243,0.553139807506764,8.32360483152897,-150.354767954436
-1.39917647987061,-0.280052609927669,-3.79188525208186,-2.34260327380022,2.07901759096511,8.23412201817752,-146.935103514756
-1.59358775005195,-1.06365884560754,-3.78417032786603,-2.34241689243063,3.2426286032099,8.14548870024747,-145.351445605283
-1.66006491297007,-1.80962891706845,-3.7764554036502,-2.34221670503366,3.91424167656818,8.0576968131458,-146.082670404052
-1.59325870790462,-2.42196792001657,-3.76874047943436,-2.34200271160932,4.05110516615277,7.97073836883986,-148.458099166545
-1.39854487282252,-2.79377589535972,-3.76102555521853,-2.34177491215761,3.6843457412745,7.88460545513049,-152.391520762116
-1.09159157140567,-2.82545072993126,-3.7533106310027,-2.34153330667851,2.90046293949196,7.79929023493217,-156.073065237736
-0.69709861282417,-2.44997326166726,-3.74559570678686,-2.34127789517204,1.82111484208161,7.71478494555989,-158.299123063859
-0.246809916270059,-1.66156288202744,-3.73788078257103,-2.34100867763819,0.583834706870131,7.63108189802285,-159.394156266792
0.223040847450725,-0.540498886783041,-3.7301658583552,-2.34072565407696,-0.674616857884433,7.54817347632485,-157.940564904377
0.674645894063649,0.736099768337108,-3.72245093413936,-2.34042882448836,-1.83133188209821,7.46605213677135,-155.184599069943
1.07166562917406,1.90854921496122,-3.71473600992353,-2.34011818887238,-2.78643471460253,7.38471040728302,-152.2486469536
1.38215280983418,2.68158340238273,-3.7070210857077,-2.33979374722902,-3.46846591358158,7.30414088671595,-150.256413362092
1.58112326393488,2.80280195220597,-3.69930616149187,-2.33945549955829,-3.83636870107116,7.22433624418817,-150.612940560509
1.65256630768782,2.15740101422023,-3.69159123727603,-2.33910344586018,-3.87865100344524,7.14528921841263,-154.902243165728
1.59073308763848,0.848627864220892,-3.6838763130602,-2.33873758613469,-3.61037628507901,7.06699261703655,-161.405989599218
1.40059917736284,-0.776333844567006,-3.67616138884437,-2.33835792038183,-3.06864534271113,6.98943931598697,-169.334374844642
1.09746420478114,-2.1904504299943,-3.66844646462854,-2.33796444860159,-2.30718962595606,6.91262225882254,-175.39809922026
0.705720727135779,-2.85007237486503,-3.6607315404127,-2.33755717079397,-1.39062202611937,6.83653445609147,-175.905768167209
0.256891419363963,-2.42057185558859,-3.65301661619687,-2.33713608695898,-0.388797735979857,6.76116898469558,-170.241701666103
-0.212907481306255,-0.977192390513459,-3.64530169198104,-2.33670119709661,0.628363063162178,6.68651898726038,-158.685982887147
-0.66587236389786,0.932780591401294,-3.6375867677652,-2.33625250120686,1.59533888236016,6.61257767151112,-144.474738625594
-1.06555421121794,2.45244930687297,-3.62987184354937,-2.33578999928973,2.45459826873336,6.53933830965478,-132.769011413376
-1.37979156641952,2.79256403264305,-3.62215691933354,-2.33531369134523,3.15924245449745,6.4667942377679,-128.523783958361
-1.58329848968125,1.67734409018344,-3.6144419951177,-2.33482357737335,3.67469232305831,6.39493885519028,-133.466579618079
-1.65969925822655,-0.391440736179436,-3.60672707090187,-2.3343196573741,3.97946818641729,6.32376562392436,-144.658022101446
-1.60284608216423,-2.28144623985074,-3.59901214668604,-2.33380193134746,4.06515255339152,6.25326806804036,-155.448989991069
-1.4173138026606,-2.8219632980656,-3.59129722247021,-2.33327039929345,3.93565476596949,6.18343977308704,-158.036751121109
-1.11803176524632,-1.56896900574451,-3.58358229825437,-2.33272506121207,3.60591338719257,6.11427438550804,-150.773100995974
-0.729082490546012,0.757563885304956,-3.57586737403854,-2.3321659171033,3.10017912732028,6.04576561206384,-137.5273182614
-0.281763810567342,2.58885038840434,-3.56815244982271,-2.33159296696716,2.45001962440033,5.97790721925908,-127.860739051051
0.187929594122028,2.54262868253348,-3.56043752560687,-2.33100621080365,1.69217930025645,5.91069303277542,-130.272120398427
0.642202601558185,0.536760234965207,-3.55272260139104,-2.33040564861275,0.866414475372624,5.84411693690975,-144.870189323496
1.04450093282311,-1.93676581243092,-3.54500767717521,-2.32979128039448,0.0134074984306102,5.77817287401772,-162.760225149456
1.36245258876964,-2.83549169335916,-3.53729275295938,-2.32916310614883,-0.827154789835692,5.71285484396257,-171.633530095565
1.5704727485441,-1.28685262623913,-3.52957782874354,-2.32852112587581,-1.61827219484459,5.64815690356921,-166.740006860706
1.65182251985817,1.44147873039102,-3.52186290452771,-2.32786533957541,-2.32704493472843,5.58407316608342,-154.86676537225
1.5999558782247,2.84523356228858,-3.51414798031188,-2.32719574724763,-2.92578119984611,5.52059780063625,-151.520994619259
